District code,District name,Population,Total_Power_Parity,Households_with_Internet,State,Latitude,Longitude,Literacy_Rate,Sex_Ratio
376,Mayurbhanj,2519738,2747,2950,Orissa,21.897621545157754,86.4030408052231,54.0,101.0
377,Baleshwar,2320529,2664,7370,Orissa,21.48570932311624,87.08085828011933,70.0,96.0
378,Bhadrak,1506337,1711,2637,Orissa,20.95262735257214,86.81496204516931,73.0,98.0
379,Kendrapara,1440361,1540,1628,Orissa,20.606319815982264,86.83763247572003,76.0,101.0
381,Cuttack,2624470,3852,15046,Orissa,20.407640646029623,85.7776810228802,77.0,94.0
383,Dhenkanal,1192811,1334,1810,Orissa,20.79887159353349,85.53226836027711,70.0,95.0
385,Nayagarh,962789,984,1163,Orissa,20.192895622119817,85.05614700460825,71.0,92.0
386,Khordha,2251673,4186,35701,Orissa,20.054162322274863,85.52234834123229,78.0,93.0
387,Puri,1698730,2027,3416,Orissa,19.83509174603177,85.86698989898981,76.0,96.0
388,Ganjam,3529031,4377,9049,Orissa,19.2632617564534,84.80297710437702,63.0,98.0
389,Gajapati,577817,617,635,Orissa,19.121080882352945,84.14015091911759,45.0,104.0
390,Kandhamal,733110,739,768,Orissa,20.092878624813142,84.02216352765326,55.0,104.0
394,Nuapada,610382,205,757,Orissa,20.471309512195116,82.59152536585364,49.0,102.0
395,Kalahandi,1576869,1562,1953,Orissa,19.784253092783523,83.1124043814433,51.0,100.0
396,Rayagada,967911,1074,1553,Orissa,19.292840020060204,83.45860120361095,42.0,105.0
398,Koraput,1379647,1519,3988,Orissa,18.82627794779476,82.81278469846964,41.0,103.0
399,Malkangiri,613192,564,448,Orissa,18.25227930367506,81.98293636363628,40.0,102.0
400,Koriya,658917,852,1667,Chhattisgarh,23.50412776859501,82.12515636363635,60.0,97.0
401,Surguja,2359886,2462,2737,Chhattisgarh,23.32719278728607,83.23582493887531,50.0,98.0
402,Jashpur,851669,856,567,Chhattisgarh,22.77286167664669,83.8703962075848,58.0,101.0
403,Raigarh,1493984,1575,3342,Chhattisgarh,22.008265068493166,83.27797698630134,64.0,99.0
403,Raigarh,1493984,1575,3342,Maharashtra,18.453257637845976,73.0090609418579,64.0,99.0
520,Raigarh,2634200,6097,38570,Chhattisgarh,22.008265068493166,83.27797698630134,74.0,96.0
520,Raigarh,2634200,6097,38570,Maharashtra,18.453257637845976,73.0090609418579,74.0,96.0
404,Korba,1206640,1565,4544,Chhattisgarh,22.491712499999995,82.57604326923074,62.0,97.0
409,Durg,3343872,4209,16141,Chhattisgarh,21.194463849287164,81.33181639511197,69.0,99.0
410,Raipur,4063872,4561,20261,Chhattisgarh,20.88603153846152,82.20032759615388,65.0,98.0
411,Mahasamund,1032754,964,961,Chhattisgarh,21.223727037773354,82.65925427435384,62.0,102.0
412,Dhamtari,799781,782,1016,Chhattisgarh,20.554912627291245,81.7569195519348,68.0,101.0
414,Bastar,1413199,1529,1782,Chhattisgarh,19.393866751269048,81.52895126903546,46.0,102.0
417,Bijapur,255230,1387,117,Karnataka,16.84015316666667,75.95909166666665,34.0,98.0
557,Bijapur,2177331,2938,4987,Karnataka,16.84015316666667,75.95909166666665,57.0,96.0
418,Sheopur,687861,693,273,Madhya Pradesh,25.78014810996563,77.16911116838484,48.0,90.0
419,Morena,1965970,1924,1781,Madhya Pradesh,26.37313504531724,77.88447341389724,60.0,84.0
420,Bhind,1703005,1786,1166,Madhya Pradesh,26.35951126187245,78.7618324287653,64.0,84.0
421,Gwalior,2032036,2830,15779,Madhya Pradesh,26.04074441964285,78.12782433035713,67.0,86.0
422,Datia,786754,951,616,Madhya Pradesh,25.90226439560441,78.63916571428574,62.0,87.0
423,Shivpuri,1726050,1827,1852,Madhya Pradesh,25.37802451874367,77.74861600810549,52.0,88.0
424,Tikamgarh,1445166,1591,1090,Madhya Pradesh,25.14099852104666,78.89357064846428,52.0,90.0
425,Chhatarpur,1762375,1947,1880,Madhya Pradesh,24.813637376460004,79.56449299191374,54.0,88.0
426,Panna,1016520,1034,653,Madhya Pradesh,24.451325840092657,80.21133001158752,54.0,91.0
427,Sagar,2378458,2771,4546,Madhya Pradesh,23.800318709677374,78.71940357771273,65.0,89.0
428,Damoh,1264219,1359,1432,Madhya Pradesh,23.76624407960196,79.47049303482588,59.0,91.0
429,Satna,2228935,2641,3754,Madhya Pradesh,24.62777621776502,80.75547048710598,62.0,93.0
430,Rewa,2365106,2756,3406,Madhya Pradesh,24.861184625158856,81.57572465057183,61.0,93.0
431,Umaria,644758,692,839,Madhya Pradesh,23.59601063063061,80.90879477477475,55.0,95.0
432,Neemuch,826067,1026,1945,Madhya Pradesh,24.70311893333336,75.06608186666664,62.0,95.0
433,Mandsaur,1340411,1475,2324,Madhya Pradesh,24.19278764044944,75.43588667736759,62.0,96.0
434,Ratlam,1455069,1700,3644,Madhya Pradesh,23.503562290502792,75.14895782122909,57.0,97.0
435,Ujjain,1986864,2599,7501,Madhya Pradesh,23.319288862745065,75.80383717647058,62.0,96.0
436,Shajapur,1512681,1647,1382,Madhya Pradesh,23.566620317220547,76.33555181268885,59.0,94.0
437,Dewas,1563715,1899,3518,Madhya Pradesh,22.7851110021322,76.46088805970157,59.0,94.0
438,Dhar,2185793,2470,2388,Madhya Pradesh,22.572681718963157,75.1105620736698,49.0,96.0
439,Indore,3276697,5783,48691,Madhya Pradesh,22.680265752128648,75.9133801324502,70.0,93.0
441,Barwani,1385881,1336,1158,Madhya Pradesh,21.702135714285724,74.91004719710673,40.0,98.0
442,Rajgarh,1545814,1629,1611,Madhya Pradesh,23.785499026425583,76.66431223922116,52.0,96.0
443,Vidisha,1458875,1583,1926,Madhya Pradesh,23.82838307984792,77.9013507604563,59.0,90.0
444,Bhopal,2371061,4298,40788,Madhya Pradesh,23.480726143790854,77.39246623093679,70.0,92.0
445,Sehore,1311332,1442,1566,Madhya Pradesh,22.9297199679658,77.06780202883085,60.0,92.0
446,Raisen,1331597,1460,1141,Madhya Pradesh,23.292518206521724,78.16305495923909,62.0,90.0
447,Betul,1575362,1845,2109,Madhya Pradesh,21.964626315789477,77.7873428189117,60.0,97.0
448,Harda,570465,619,986,Madhya Pradesh,22.227659781121783,77.07022571819435,62.0,93.0
449,Hoshangabad,1241350,1535,2871,Madhya Pradesh,22.595268801996703,78.02168094841929,65.0,91.0
450,Katni,1292042,1476,2179,Madhya Pradesh,23.724416229116937,80.33819665871127,61.0,95.0
451,Jabalpur,2463289,3776,20443,Madhya Pradesh,23.18525572327043,79.98328754716981,71.0,93.0
453,Dindori,704524,652,554,Madhya Pradesh,22.83738437047757,81.04332966714911,54.0,100.0
454,Mandla,1054905,1043,912,Madhya Pradesh,22.70348712446353,80.38600543633753,57.0,101.0
455,Chhindwara,2090922,2513,3588,Madhya Pradesh,22.227966971713823,78.76413136439254,62.0,96.0
456,Seoni,1379131,1369,1182,Madhya Pradesh,22.33230487804874,79.66053863928111,63.0,98.0
457,Balaghat,1701698,1709,1712,Madhya Pradesh,21.80020720640569,80.42170053380796,67.0,102.0
458,Guna,1241519,1302,2482,Madhya Pradesh,24.49043927178156,77.2235895968791,53.0,91.0
459,Ashoknagar,845071,861,619,Madhya Pradesh,24.63098846153845,77.82974493927134,56.0,90.0
460,Shahdol,1066063,1302,1733,Madhya Pradesh,23.44859864559819,81.4596831828442,57.0,97.0
461,Anuppur,749237,787,1290,Madhya Pradesh,23.18184220430107,81.86560000000007,58.0,98.0
462,Sidhi,1127033,3019,837,Madhya Pradesh,24.17547189952905,82.1053783359498,53.0,96.0
464,Jhabua,1025048,1612,744,Madhya Pradesh,22.419578015397768,74.40921616766468,34.0,99.0
467,Burhanpur,757847,989,986,Madhya Pradesh,21.364567254408065,76.24460478589425,54.0,95.0
468,Kachchh,2092371,4146,9631,Gujarat,23.48057203301311,68.82192301497916,60.0,91.0
469,Banas Kantha,3120506,4242,3424,Gujarat,24.258538965517253,71.93205252873561,55.0,94.0
470,Patan,1343734,2199,2231,Gujarat,23.80634198473284,71.75162977099237,62.0,94.0
471,Mahesana,2035064,3648,7759,Gujarat,23.529355452865065,72.45545194085031,74.0,93.0
472,Sabar Kantha,2428589,3934,5262,Gujarat,23.71803594548552,73.13638790459964,65.0,95.0
473,Gandhinagar,1391753,6016,12107,Gujarat,23.193679790026252,72.67221679790026,74.0,92.0
474,Ahmadabad,7214225,18633,126341,Gujarat,22.605425564971743,72.23898135593227,75.0,90.0
475,Surendranagar,1756268,3227,2975,Gujarat,22.82672007299272,71.48358740875906,62.0,93.0
476,Rajkot,3804558,8498,21785,Gujarat,22.40603377715488,70.83679439383323,72.0,93.0
477,Jamnagar,2160119,5028,11573,Gujarat,22.410600414263328,69.62062005768233,65.0,94.0
478,Porbandar,585449,1463,1653,Gujarat,21.55092351651571,69.71896987722886,67.0,95.0
479,Junagadh,2743082,5549,6628,Daman and Diu,20.72568199498111,70.83985639899612,67.0,95.0
479,Junagadh,2743082,5549,6628,Gujarat,20.929523011609785,70.54733890140345,67.0,95.0
480,Amreli,1514190,2825,2538,Gujarat,21.04832649310872,71.43457637825426,66.0,96.0
481,Bhavnagar,2880365,5434,7297,Gujarat,21.70219390341736,72.16272632761141,66.0,93.0
482,Anand,2092745,4372,9902,Gujarat,22.282718206229863,72.57782051557454,74.0,92.0
483,Kheda,2299885,4252,5710,Gujarat,22.88765312500002,73.018803515625,72.0,94.0
484,Panch Mahals,2390776,3981,3456,Gujarat,22.80435606837605,73.61984598290586,60.0,95.0
486,Vadodara,4165626,9753,53606,Gujarat,22.26133739279589,73.49433010291594,69.0,93.0
487,Narmada,590297,979,576,Gujarat,21.70666386292833,73.68403208722742,63.0,96.0
488,Bharuch,1551019,3242,10257,Gujarat,21.75787276237761,72.67326346710801,72.0,93.0
489,The Dangs,228291,325,137,Gujarat,20.801633877551023,73.6883518367347,62.0,101.0
490,Navsari,1329672,3256,6726,Gujarat,20.866973318871995,72.86184869848157,75.0,96.0
491,Valsad,1705678,3316,11020,Gujarat,20.44238231644259,72.9148584798345,69.0,92.0
492,Surat,6081322,16368,55694,Gujarat,21.25761372772093,72.93488716344339,75.0,79.0
495,Daman,191173,34145,1316,Daman and Diu,20.431616666666677,72.8392366071429,79.0,53.0
497,Nandurbar,1648295,2446,2579,Maharashtra,21.523175625248147,74.32638757443429,55.0,98.0
498,Dhule,2050862,3583,6065,Maharashtra,21.274018690400517,74.58719071837263,63.0,95.0
499,Jalgaon,4229917,7988,14297,Maharashtra,20.8828943415638,75.55140421810695,68.0,92.0
500,Buldana,2586258,4421,4767,Maharashtra,20.56680611183355,76.39017880364096,73.0,93.0
501,Akola,1813906,3948,6163,Maharashtra,20.746310479041902,77.12122320359276,78.0,95.0
502,Washim,1197160,1942,1875,Maharashtra,20.282282394366213,77.25502394366208,73.0,93.0
503,Amravati,2888445,6236,9438,Maharashtra,21.16520991810736,77.67583503184723,78.0,95.0
504,Wardha,1300774,2754,4313,Maharashtra,20.80743024390242,78.57259105691062,78.0,95.0
505,Nagpur,4653570,14073,57964,Maharashtra,21.196556862745105,79.02166176470584,79.0,95.0
506,Bhandara,1200334,2237,2932,Maharashtra,21.211792649727748,80.10950199637024,75.0,98.0
507,Gondiya,1322507,2183,2866,Maharashtra,21.225008411214997,80.17522698598128,76.0,100.0
509,Chandrapur,2204307,5085,8239,Maharashtra,20.095609090909075,79.31556380471388,72.0,96.0
510,Yavatmal,2772348,4937,6094,Maharashtra,20.04258346738159,78.05326371760479,73.0,95.0
511,Nanded,3361292,6214,7548,Maharashtra,19.209316983017,77.6829048951049,65.0,94.0
512,Hingoli,1177345,1853,1221,Maharashtra,19.59525302245251,77.09239412780653,67.0,94.0
513,Parbhani,1836086,3410,3982,Maharashtra,19.31032425249168,76.70163338870431,63.0,95.0
514,Jalna,1959046,3363,3791,Maharashtra,19.984612534818933,75.98473607242339,61.0,94.0
516,Nashik,6107187,13629,45039,Maharashtra,20.266912871287143,74.03824168316828,71.0,93.0
517,Thane,11060148,35118,256170,Maharashtra,19.698767747440264,72.79882742564581,74.0,89.0
521,Pune,9429408,27223,235018,Maharashtra,18.51696171428573,74.12922881632647,76.0,91.0
523,Bid,2585049,4179,5614,Maharashtra,18.952353340080982,75.69319706477731,66.0,92.0
524,Latur,2454196,4574,6217,Maharashtra,18.348687268993856,76.75812607802874,67.0,93.0
525,Osmanabad,1657576,2786,3209,Maharashtra,18.19459456066944,75.99495575313809,69.0,92.0
526,Solapur,4317756,8995,15145,Maharashtra,17.837357937584812,75.42394823609216,67.0,94.0
527,Satara,3003741,5649,14093,Maharashtra,17.6737908974359,74.18052064102558,74.0,99.0
528,Ratnagiri,1615069,3484,7752,Maharashtra,17.210195070127703,73.25725893866404,74.0,112.0
529,Sindhudurg,849651,1749,3517,Maharashtra,16.170948049777163,73.51329008172343,78.0,104.0
530,Kolhapur,3876001,8464,22269,Maharashtra,16.44881301587301,74.12897150793648,73.0,96.0
531,Sangli,2822143,5798,13212,Maharashtra,17.154930181086502,74.70713822937628,73.0,97.0
532,Adilabad,2741239,4181,5512,Andhra Pradesh,19.284513950073435,78.81321233480176,54.0,100.0
533,Nizamabad,2551335,3458,5261,Andhra Pradesh,18.429485849056604,78.07523490566035,54.0,104.0
534,Karimnagar,3776269,5251,8831,Andhra Pradesh,18.515483193277312,79.43765428571413,58.0,101.0
535,Medak,3033288,3874,8635,Andhra Pradesh,17.889304978038055,78.13778901903379,54.0,99.0
536,Hyderabad,3943323,11071,149034,Andhra Pradesh,17.38971555555556,78.46668888888888,73.0,95.0
538,Mahbubnagar,4053028,4695,6153,Andhra Pradesh,16.639546224256293,77.98933089244859,48.0,98.0
539,Nalgonda,3488809,4468,7715,Andhra Pradesh,17.113250515463907,79.16984453608244,57.0,98.0
540,Warangal,3512576,4762,12952,Andhra Pradesh,18.01752608695651,79.87422028985509,59.0,100.0
541,Khammam,2797370,3836,8628,Andhra Pradesh,17.683921325051784,80.67008643892335,58.0,101.0
542,Srikakulam,2703114,3301,3988,Andhra Pradesh,18.570900998697432,84.25874814010675,55.0,101.0
543,Vizianagaram,2344474,3103,4453,Andhra Pradesh,18.28329696032972,83.45982854198873,53.0,102.0
545,East Godavari,5154296,7211,22411,Andhra Pradesh,16.782718320784902,82.2432074720511,64.0,101.0
546,West Godavari,3936966,5485,12050,Andhra Pradesh,16.63297943925236,81.45912990654196,67.0,100.0
547,Krishna,4517398,6983,30438,Andhra Pradesh,16.143872753151673,81.14805061000413,67.0,99.0
548,Guntur,4887813,6981,19383,Andhra Pradesh,15.884925767634847,80.58657614107885,61.0,100.0
549,Prakasam,3397448,4304,6151,Andhra Pradesh,15.489039001601704,80.11665790176184,56.0,98.0
552,Kurnool,4053463,5301,10081,Andhra Pradesh,15.43759715142429,77.90086836581717,52.0,99.0
553,Anantapur,4081148,5799,8606,Andhra Pradesh,14.312065561843148,77.4601584478577,57.0,98.0
554,Chittoor,4174064,5926,13763,Andhra Pradesh,13.33109263067696,78.92763898886037,64.0,100.0
555,Belgaum,4779661,7045,17560,Karnataka,16.16107219152853,74.72329042357275,64.0,97.0
556,Bagalkot,1889752,2890,3745,Karnataka,16.15860676328503,75.64526070853468,59.0,99.0
558,Bidar,1703300,2448,3971,Karnataka,17.950361730769224,77.19459961538459,61.0,96.0
559,Raichur,1928812,2672,5200,Karnataka,16.050795353982295,76.87368606194688,51.0,100.0
560,Koppal,1389920,1889,2135,Karnataka,15.651253271028034,76.1617048598131,58.0,99.0
561,Gadag,1064570,1699,3373,Karnataka,15.507128256880746,75.64861302752298,66.0,98.0
562,Dharwad,1847023,3519,15013,Karnataka,15.343831376975173,75.13831264108359,70.0,97.0
564,Haveri,1597668,2240,2456,Karnataka,14.737582809224318,75.3961230607966,68.0,95.0
565,Bellary,2452595,3886,9626,Karnataka,15.074377548209377,76.47228471074374,58.0,98.0
566,Chitradurga,1659456,2374,5711,Karnataka,14.29102220394736,76.57821957236843,66.0,97.0
567,Davanagere,1945497,3062,7320,Karnataka,14.330414586709884,75.91723841166937,67.0,97.0
568,Shimoga,1752753,3119,8791,Karnataka,14.063845885634592,75.17882078103197,72.0,100.0
569,Udupi,1177361,2100,9070,Karnataka,13.450404228534568,74.72009990316337,79.0,109.0
570,Chikmagalur,1137961,1996,4510,Karnataka,13.425288289676422,75.67626502311249,72.0,101.0
571,Tumkur,2678980,4067,7971,Karnataka,13.592467760074973,77.02297966260545,68.0,98.0
573,Mandya,1805769,2628,3367,Karnataka,12.574901806239744,76.81570098522172,64.0,100.0
574,Hassan,1776421,2743,4851,Karnataka,12.945098749999998,76.11049549999997,69.0,101.0
576,Kodagu,554519,942,3308,Karnataka,12.39684468085106,75.79336595744688,74.0,102.0
577,Mysore,3001127,4995,28397,Karnataka,12.248100259403367,76.52881802853437,65.0,99.0
579,Gulbarga,2566326,5378,9752,Karnataka,17.070459515951594,76.87503850385033,56.0,97.0
581,Kolar,1536401,3389,5051,Karnataka,13.312799881235172,78.01376947743476,66.0,98.0
583,Bangalore Rural,990923,1422,3729,Karnataka,12.936827087794448,77.47369314775169,70.0,95.0
585,North Goa,818008,2078,23440,Goa,15.548723418714054,73.80667997909038,81.0,96.0
586,South Goa,640537,1646,17624,Goa,15.195278658183785,73.941792596877,78.0,99.0
588,Kasaragod,1307375,1988,10378,Kerala,12.33310309912974,75.07768497134369,79.0,108.0
589,Kannur,2523003,4432,32653,Kerala,11.941523076923056,75.35209891725934,85.0,114.0
590,Wayanad,817420,1095,4712,Kerala,11.715277464788736,76.07587007042254,79.0,103.0
591,Kozhikode,3086293,4594,36791,Kerala,11.392924270557026,75.71158720159153,85.0,110.0
592,Malappuram,4112920,4838,27909,Kerala,10.97329875666072,75.93910775606876,81.0,110.0
593,Palakkad,2809934,3929,27162,Kerala,10.784926903553291,76.49980490693744,80.0,107.0
594,Thrissur,3121200,5612,56148,Kerala,10.458932647907687,76.12321940836945,86.0,111.0
595,Ernakulam,3282388,6274,88737,Kerala,10.004879301987431,76.26957729035381,87.0,103.0
596,Idukki,1108974,1374,8250,Kerala,9.80480963855423,77.04586641566264,83.0,101.0
597,Kottayam,1974551,3071,37849,Kerala,9.643701174068417,76.46059673302705,89.0,104.0
598,Alappuzha,2127789,3368,28842,Kerala,9.542602965599087,76.38010796263319,87.0,110.0
600,Kollam,2635375,3910,31542,Kerala,8.929388820570157,76.6360775852431,85.0,111.0
601,Thiruvananthapuram,3301427,5770,71621,Kerala,8.537101759082221,76.88711502868073,84.0,109.0
602,Thiruvallur,3728104,7731,75634,Tamil Nadu,13.275858101752885,80.19724702864492,75.0,99.0
603,Chennai,4646732,15742,217368,Tamil Nadu,13.058098905608748,80.28139151846806,81.0,99.0
604,Kancheepuram,3998252,8349,100322,Tamil Nadu,12.496424756511884,80.08820360135913,75.0,99.0
605,Vellore,3936331,8092,20623,Tamil Nadu,12.784882632293078,79.02643283582084,70.0,101.0
606,Tiruvannamalai,2464875,4189,6445,Tamil Nadu,12.419318947368414,79.23265631578953,66.0,99.0
608,Salem,3482056,8169,20660,Tamil Nadu,11.629324202127655,78.2478257978723,66.0,95.0
609,Namakkal,1726601,3824,8960,Tamil Nadu,11.33766638477801,78.14624841437633,68.0,99.0
610,Erode,2251744,7719,18604,Tamil Nadu,11.267012155963302,77.42034334862392,66.0,99.0
612,Dindigul,2159775,4682,9155,Tamil Nadu,10.377801390820574,77.78011279554937,69.0,100.0
613,Karur,1064493,2151,4915,Tamil Nadu,10.79532776617955,78.08749686847604,68.0,102.0
615,Perambalur,565223,979,1507,Tamil Nadu,11.260137758112096,78.86034011799416,66.0,100.0
616,Ariyalur,754894,1258,1749,Tamil Nadu,11.190514836795256,79.22249643916912,64.0,101.0
617,Cuddalore,2605914,5300,15396,Tamil Nadu,11.57587300613498,79.63002365371497,70.0,99.0
618,Nagapattinam,1616450,3026,5585,Tamil Nadu,10.789468161718286,79.79437299431483,75.0,103.0
619,Thiruvarur,1264277,2272,4416,Tamil Nadu,10.368927409395978,79.60322893959727,75.0,102.0
620,Thanjavur,2405890,4914,13495,Tamil Nadu,10.387692255892237,79.3194869107745,74.0,103.0
621,Pudukkottai,1618345,2812,4494,Tamil Nadu,10.130514816433578,79.05444484265728,69.0,101.0
622,Sivaganga,1339101,2456,5773,Tamil Nadu,9.960306580645158,78.56535729032255,72.0,100.0
623,Madurai,3038252,6917,34097,Tamil Nadu,9.904313833333331,78.01366033333332,75.0,99.0
624,Theni,1245899,2642,4667,Tamil Nadu,9.924066666666668,77.43458833333332,70.0,99.0
625,Virudhunagar,1942288,4300,10219,Tamil Nadu,9.468872195892564,77.87641469194315,72.0,101.0
626,Ramanathapuram,1353445,2340,5172,Tamil Nadu,9.31286995153476,78.99185362412462,72.0,98.0
629,Kanniyakumari,1870374,4377,15673,Tamil Nadu,8.183466300191206,77.32053064053538,83.0,102.0
630,Dharmapuri,1506843,2364,3651,Tamil Nadu,12.300141200000006,78.11509813333339,61.0,95.0
632,Coimbatore,3458045,13938,63273,Tamil Nadu,10.871376995940452,77.07619012178621,76.0,100.0
634,Yanam,55626,10027,207,Puducherry,16.707695652173904,82.26187304347832,71.0,104.0
636,Mahe,41816,10027,574,Puducherry,12.006420793787758,75.28275021570326,87.0,118.0
637,Karaikal,200222,4890,1868,Puducherry,10.876161726078813,79.82369793621002,77.0,105.0
